0.00000000,-10.89041
0.00000714,-10.89041
0.00001427,-10.89041
0.00002141,-10.89041
0.00002854,-10.89041
0.00003568,-10.89041
0.00004281,-10.89041
0.00004995,-10.89041
0.00005708,-10.89041
0.00006422,-10.89041
0.00007135,-10.89041
0.00007849,-10.89041
0.00008562,-10.89041
0.00009276,-10.89041
0.00009989,-10.89041
0.00010703,-10.89041
0.00011416,-10.89041
0.00012130,-10.89041
0.00012843,-10.89041
0.00013557,-10.89041
0.00014270,-10.89041
0.00014984,-10.89041
0.00015697,-10.89041
0.00016411,-10.89041
0.00017124,-10.89041
0.00017838,-10.89041
0.00018551,-10.89041
0.00019265,-10.89041
0.00019978,-10.89041
0.00020692,-10.89041
0.00021405,-10.89041
0.00022119,-10.89041
0.00022832,-10.89041
0.00023546,-10.89041
0.00024259,-10.89041
0.00024973,-10.89041
0.00025686,-10.89041
0.00026400,-10.89041
0.00027114,-10.89041
0.00027827,-10.89041
0.00028541,-10.89041
0.00029254,-10.89041
0.00029968,-10.89041
0.00030681,-10.89041
0.00031395,-10.89041
0.00032108,-10.89041
0.00032822,-10.89041
0.00033535,-10.89041
0.00034249,-10.89041
0.00034962,-10.89041
0.00035676,-10.89041
0.00036389,-10.89041
0.00037103,-10.89041
0.00037816,-10.89041
0.00038530,-10.89041
0.00039243,-10.89041
0.00039957,-10.89041
0.00040670,-10.89041
0.00041384,-10.89041
0.00042097,-10.89041
0.00042811,11.149467
0.00043524,11.143948
0.00044238,11.160502
0.00044951,11.16602
0.00045665,11.116356
0.00046378,11.13843
0.00047092,11.13843
0.00047805,11.160502
0.00048519,11.132912
0.00049232,11.127394
0.00049946,11.13843
0.00050659,11.149467
0.00051373,11.154985
0.00052086,11.13843
0.00052800,11.116356
0.00053513,11.13843
0.00054227,11.160502
0.00054941,11.116356
0.00055654,11.13843
0.00056368,11.143948
0.00057081,11.127394
0.00057795,11.110838
0.00058508,11.132912
0.00059222,11.149467
0.00059935,11.154985
0.00060649,11.127394
0.00061362,11.160502
0.00062076,11.149467
0.00062789,11.143948
0.00063503,11.149467
0.00064216,11.177058
0.00064930,11.160502
0.00065643,11.127394
0.00066357,11.143948
0.00067070,11.127394
0.00067784,11.160502
0.00068497,11.132912
0.00069211,11.132912
0.00069924,11.149467
0.00070638,11.13843
0.00071351,11.143948
0.00072065,11.149467
0.00072778,11.160502
0.00073492,11.160502
0.00074205,11.13843
0.00074919,11.143948
0.00075632,11.127394
0.00076346,11.160502
0.00077059,11.127394
0.00077773,11.116356
0.00078487,11.154985
0.00079200,11.143948
0.00079914,11.143948
0.00080627,11.127394
0.00081341,11.154985
0.00082054,11.171538
0.00082768,11.149467
0.00083481,11.143948
0.00084195,11.160502
0.00084908,11.13843
0.00085622,11.132912
0.00086335,11.149467
0.00087049,11.149467
0.00087762,11.160502
0.00088476,11.116356
0.00089189,11.10532
0.00089903,11.149467
0.00090616,11.149467
0.00091330,11.143948
0.00092043,11.127394
0.00092757,11.149467
0.00093470,-10.89041
0.00094184,-10.89041
0.00094897,-10.89041
0.00095611,-10.89041
0.00096324,-10.89041
0.00097038,-10.89041
0.00097751,-10.89041
0.00098465,-10.89041
0.00099178,-10.89041
0.00099892,-10.89041
0.00100605,-10.89041
0.00101319,-10.89041
0.00102032,-10.89041
0.00102746,-10.89041
0.00103460,-10.89041
0.00104173,-10.89041
0.00104887,-10.89041
0.00105600,-10.89041
0.00106314,-10.89041
0.00107027,-10.89041
0.00107741,-10.89041
0.00108454,-10.89041
0.00109168,-10.89041
0.00109881,-10.89041
0.00110595,-10.89041
0.00111308,-10.89041
0.00112022,-10.89041
0.00112735,-10.89041
0.00113449,-10.89041
0.00114162,-10.89041
0.00114876,-10.89041
0.00115589,-10.89041
0.00116303,-10.89041
0.00117016,-10.89041
0.00117730,-10.89041
0.00118443,-10.89041
0.00119157,-10.89041
0.00119870,-10.89041
0.00120584,-10.89041
0.00121297,-10.89041
0.00122011,-10.89041
0.00122724,-10.89041
0.00123438,-10.89041
0.00124151,-10.89041
0.00124865,-10.89041
0.00125578,-10.89041
0.00126292,-10.89041
0.00127005,-10.89041
0.00127719,-10.89041
0.00128432,-10.89041
0.00129146,-10.89041
0.00129859,-10.89041
0.00130573,-10.89041
0.00131286,-10.89041
0.00132000,-10.89041
0.00132713,-10.89041
0.00133427,-10.89041
0.00134140,-10.89041
0.00134854,-10.89041
0.00135567,-10.89041
0.00136281,-10.89041
0.00136994,-10.89041
0.00137708,-10.89041
0.00138421,-10.89041
0.00139135,-10.89041
0.00139848,-10.89041
0.00140562,-10.89041
0.00141276,-10.89041
0.00141989,-10.89041
0.00142703,-10.89041
0.00143416,-10.89041
0.00144130,-10.89041
0.00144843,11.154985
0.00145557,11.127394
0.00146270,11.160502
0.00146984,11.13843
0.00147697,11.171538
0.00148411,11.127394
0.00149124,11.13843
0.00149838,11.13843
0.00150551,11.127394
0.00151265,11.13843
0.00151978,11.13843
0.00152692,11.13843
0.00153405,11.160502
0.00154119,11.116356
0.00154832,11.13843
0.00155546,11.132912
0.00156259,11.132912
0.00156973,11.149467
0.00157686,11.121876
0.00158400,11.13843
0.00159113,11.13843
0.00159827,11.149467
0.00160540,11.127394
0.00161254,11.171538
0.00161967,11.13843
0.00162681,11.121876
0.00163394,11.116356
0.00164108,11.116356
0.00164821,11.13843
0.00165535,11.127394
0.00166248,11.160502
0.00166962,11.149467
0.00167675,11.149467
0.00168389,11.13843
0.00169102,11.132912
0.00169816,11.149467
0.00170529,11.143948
0.00171243,11.13843
0.00171956,11.160502
0.00172670,11.13843
0.00173383,11.13843
0.00174097,11.13843
0.00174810,11.132912
0.00175524,11.127394
0.00176237,11.127394
0.00176951,11.132912
0.00177664,11.132912
0.00178378,11.149467
0.00179092,11.116356
0.00179805,11.132912
0.00180519,11.132912
0.00181232,11.16602
0.00181946,11.127394
0.00182659,11.13843
0.00183373,11.13843
0.00184086,11.127394
0.00184800,11.149467
0.00185513,11.132912
0.00186227,11.13843
0.00186940,11.13843
0.00187654,11.13843
0.00188367,11.121876
0.00189081,11.132912
0.00189794,11.149467
0.00190508,11.127394
0.00191221,11.116356
0.00191935,11.171538
0.00192648,11.13843
0.00193362,11.127394
0.00194075,11.121876
0.00194789,11.143948
0.00195502,-10.89041
0.00196216,-10.89041
0.00196929,-10.89041
0.00197643,-10.89041
0.00198356,-10.89041
0.00199070,-10.89041
0.00199783,-10.89041
0.00200497,-10.89041
0.00201210,-10.89041
